PassengerId,Survived,Pclass,Sex,Age,Cabin,Hometown,Destination
1171,0.0,2,male,22.0,C23 C25 C27,"London, England","North Bergen, New Jersey, US"
1172,0.0,3,female,23.0,C23 C25 C27,"Konjsko Brdo, Croatia","Chicago, Illinois, US"
1173,0.0,3,male,0.75,C23 C25 C27,"Southampton, Hampshire, England","Elizabeth, New Jersey, US"
1174,0.0,3,female,28.0,C23 C25 C27,"Carrowskehine, Mayo, Ireland",New York City
1175,0.0,3,female,9.0,C23 C25 C27,"Tibnin, Lebanon","Dowagiac, Michigan, US"
1176,0.0,3,female,2.0,C23 C25 C27,"Suistamo, Finland","Astoria, Oregon, US"
1177,0.0,3,male,36.0,C23 C25 C27,"Week St Mary, Cornwall, England","Saskatoon, Saskatchewan, Canada"
1178,0.0,3,male,28.0,C23 C25 C27,"Wellingborough, Northamptonshire, England",Canada
1179,0.0,1,male,24.0,B45,"Minneapolis, Minnesota, US","Minneapolis, Minnesota, US"
1180,0.0,3,male,28.0,F E46,"Kiğı, Turkey","Brantford, Ontario, Canada"
1181,0.0,3,male,28.0,C23 C25 C27,"Bridgwater, Somerset, England","Elmira, New York, US"
1182,0.0,1,male,28.0,C23 C25 C27,"Paris, France","New York, New York, US"
1183,0.0,3,female,30.0,C23 C25 C27,"Athlone, Westmeath, Ireland",New York City
1184,0.0,3,male,28.0,C23 C25 C27,"Tebnine, Lebanon",New York City
1185,0.0,1,male,53.0,A34,"San Francisco, California, US","San Francisco, California, US"
1186,0.0,3,male,36.0,C23 C25 C27,"Westrozebeke, Belgium","Detroit, Michigan, US"
1187,0.0,3,male,26.0,C23 C25 C27,"Terziysko, Troyan, Bulgaria","Chicago, Illinois, US"
1188,0.0,2,female,1.0,C23 C25 C27,"Paris, France","Cap-Haïtien, Haiti"
1189,0.0,3,male,28.0,C23 C25 C27,"Hardîne, Lebanon","Wilkes-Barre, Pennsylvania, US"
1190,0.0,1,male,30.0,C23 C25 C27,"London, England, UK","New York, New York, US"
1191,0.0,3,male,29.0,C23 C25 C27,"Chicago, Illinois, US","Chicago, Illinois, US"
1192,0.0,3,male,32.0,C23 C25 C27,"Lunna, Orust Island, Sweden","Manitowoc, Wisconsin, US"
1193,0.0,2,male,28.0,D,"Paris, France",New York City
1194,0.0,2,male,43.0,C23 C25 C27,"Ilfracombe, Devon, England","New Brighton, Pennsylvania, US"
1195,0.0,3,male,24.0,C23 C25 C27,"Bukovac, Croatia","Chicago, Illinois, US"
1196,0.0,3,female,28.0,C23 C25 C27,"Tipperary, Ireland","Bayonne, New Jersey, US"
1197,0.0,1,female,64.0,B26,"Milwaukee, Wisconsin, US","Milwaukee, Wisconsin, US"
1198,0.0,1,male,30.0,C22 C26,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
1199,0.0,3,male,0.83,C23 C25 C27,"London, England","Norfolk, Virginia, US"
1200,0.0,1,male,55.0,B69,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
1201,0.0,3,female,45.0,C23 C25 C27,"Racine, Wisconsin, US","Racine, Wisconsin, US"
1202,0.0,3,male,18.0,C23 C25 C27,"Široka Kula, Croatia","Chicago, Illinois, US"
1203,0.0,3,male,22.0,C23 C25 C27,"Kiğı, Turkey","Brantford, Ontario, Canada"
1204,0.0,3,male,28.0,C23 C25 C27,"London, England","Providence, Rhode Island, US"
1205,0.0,3,female,37.0,C23 C25 C27,"Aclare, Sligo, Ireland","Hartford, Connecticut, US"
1206,0.0,1,female,55.0,C32,"New York, New York, US","New York, New York, US"
1207,0.0,3,female,17.0,C23 C25 C27,"Ballysadare, Sligo, Ireland",New York City
1208,0.0,1,male,57.0,B78,"New York, New York, US","New York, New York, US"
1209,0.0,2,male,19.0,C23 C25 C27,"Tavistock, Devon, England","Wilkes Barre, Pennsylvania, US"
1210,0.0,3,male,27.0,C23 C25 C27,"Tågarp, Skåne, Sweden",New York City
1211,0.0,2,male,22.0,C23 C25 C27,"Guernsey, Channel Islands","Elizabeth, New Jersey, US"
1212,0.0,3,male,26.0,C23 C25 C27,"Hartford, Connecticut, US","Hartford, Connecticut, US"
1213,0.0,3,male,25.0,F E57,"Kiğı, Turkey","Brantford, Ontario, Canada"
1214,0.0,2,male,26.0,F2,"London, England","Boston, Massachusetts, US"
1215,0.0,1,male,33.0,C23 C25 C27,"Liverpool, Merseyside, England, UK","New York, New York, US"
1216,0.0,1,female,39.0,C23 C25 C27,"St Louis, Missouri, US","St Louis, Missouri, US"
1217,0.0,3,male,23.0,C23 C25 C27,"Buenos Aires, Argentina",New York City
1218,0.0,2,female,12.0,F4,"Guntur, Madras Province, British India","Benton Harbor, Michigan, US"
1219,0.0,1,male,46.0,C23 C25 C27,"New York, New York, US","New York, New York, US"
1220,0.0,2,male,29.0,C23 C25 C27,"Netley Abbey, Hampshire, England","San Francisco, California, US"
1221,0.0,2,male,21.0,C23 C25 C27,"Göteborg, Västergötland, Sweden","Rockford, Illinois, US"
1222,0.0,2,female,48.0,C23 C25 C27,"St. Ives, Cornwall, England","Houghton, Michigan, US"
1223,0.0,1,male,39.0,A18,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
1224,0.0,3,male,28.0,C23 C25 C27,"Unknown, Lebanon","Columbus, Ohio, US"
1225,0.0,3,female,19.0,C23 C25 C27,"Zgharta, Lebanon","Waterbury, Connecticut, US"
1226,0.0,3,male,27.0,C23 C25 C27,"Kricina, Croatia","Great Falls, Montana, US"
1227,0.0,1,male,30.0,C106,"Brockton, Massachusetts, US","Brockton, Massachusetts, US"
1228,0.0,2,male,32.0,C23 C25 C27,"Madeira, Portugal","São Paulo, Brazil"
1229,0.0,3,male,39.0,C23 C25 C27,"Madrid, Spain",New York City
1230,0.0,2,male,25.0,C23 C25 C27,"Guernsey, Channel Islands, UK","Elizabeth, New Jersey, US"
1231,0.0,3,male,28.0,C23 C25 C27,"Hardîne, Lebanon","Wilkes Barre, Pennsylvania, US"
1232,0.0,2,male,18.0,C23 C25 C27,"Truro, Cornwall, England, UK","Houghton, Michigan, US"
1233,0.0,3,male,32.0,C23 C25 C27,"Simrishamn, Skåne, Sweden","Los Angeles, US"
1234,0.0,3,male,28.0,C23 C25 C27,"Peterborough, Cambridgeshire, England","Jacksonville, Florida, US"
1235,0.0,1,female,58.0,B51 B53 B55,"Germantown, Pennsylvania, US","Germantown, Pennsylvania, US"
1236,0.0,3,male,28.0,C23 C25 C27,"London, England","North Wales, Pennsylvania, US"
1237,0.0,3,female,16.0,C23 C25 C27,"Sondmore, Norway","Los Angeles, California, US"
1238,0.0,2,male,26.0,C23 C25 C27,"Orange, New Jersey, US","Orange, New Jersey, US"
1239,0.0,3,female,38.0,C23 C25 C27,"Youngstown, Ohio, US","Youngstown, Ohio, US"
1240,0.0,2,male,24.0,C23 C25 C27,"London, England",New York City
1241,0.0,2,female,31.0,C23 C25 C27,"Maidenhead, Berkshire, England","Mamaroneck, New York, US"
1242,0.0,1,female,45.0,D10 D12,"New York, New York, US","New York, New York, US"
1243,0.0,2,male,25.0,C23 C25 C27,"London, England","Detroit, Michigan, US"
1244,0.0,2,male,18.0,C23 C25 C27,"Lyndhurst, Hampshire, England","Eden, Manitoba, Canada"
1245,0.0,2,male,49.0,C23 C25 C27,"Yeovil, Somerset, England","Bernardsville, New Jersey, US"
1246,0.0,3,female,0.17,C23 C25 C27,"Bartley Farm, Hampshire, England","Wichita, Kansas, US"
1247,0.0,1,male,50.0,E60,"Torquay, Devon, England, UK","San Francisco, US"
1248,0.0,1,female,59.0,C101,"Belmont, Massachusetts, US","Belmont, Massachusetts, US"
1249,0.0,3,male,28.0,C23 C25 C27,"Sandhurst, Kent, England","Ontario, New York, US"
1250,0.0,3,male,28.0,C23 C25 C27,"Waterford, Waterford, Ireland",New York City
1251,0.0,3,female,30.0,C23 C25 C27,"Helsingborg, Skåne, Sweden","Hartford, Connecticut, US"
1252,0.0,3,male,14.5,C23 C25 C27,"Peterborough, Cambridgeshire, England","Jacksonville, Florida, US"
1253,0.0,2,female,24.0,C23 C25 C27,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
1254,0.0,2,female,31.0,C23 C25 C27,"Bristol, Avon, England","New Britain, Connecticut, US"
1255,0.0,3,male,27.0,C23 C25 C27,"Široka Kula, Croatia","Chicago, Illinois, US"
1256,0.0,1,female,25.0,E50,"New York, New York, US","New York, New York, US"
1257,0.0,3,female,28.0,C23 C25 C27,"Peterborough, Cambridgeshire, England","Jacksonville, Florida, US"
1258,0.0,3,male,28.0,C23 C25 C27,"Kfar Mechi, Syria","Ottawa, Ontario, Canada"
1259,0.0,3,female,22.0,C23 C25 C27,"Ylihärmä, South Ostrobothnia, Finland","Coal Center, Pennsylvania, US"
1260,0.0,1,female,45.0,C23 C25 C27,"New York, New York, US","New York, New York, US"
1261,0.0,2,male,29.0,C23 C25 C27,"Barcelona, Catalonia, Spain","Havana, Cuba"
1262,0.0,2,male,21.0,C23 C25 C27,"Porthleven, Cornwall, England","Camden, New Jersey, US"
1263,0.0,1,female,31.0,E39 E41,"Tuxedo Park, New York, US","Tuxedo Park, New York, US"
1264,0.0,1,male,49.0,B52 B54 B56,"Liverpool, Merseyside, England, UK","New York, New York, US"
1265,0.0,2,male,44.0,C23 C25 C27,"Toledo, Ohio, US","Montreal, Quebec, Canada"
1266,0.0,1,female,54.0,A34,"San Francisco, California, US","San Francisco, California, US"
1267,0.0,1,female,45.0,C23 C25 C27,"Cooperstown, New York, US","Cooperstown, New York, US"
1268,0.0,3,female,22.0,C23 C25 C27,"Zürich, Switzerland","Milwaukee, Wisconsin, US"
1269,0.0,2,male,21.0,C23 C25 C27,"Penzance, Cornwall, England","Akron, Ohio, US"
1270,0.0,1,male,55.0,C39,"Birmingham, West Midlands, England, UK","New York, New York, US"
1271,0.0,3,male,5.0,C23 C25 C27,"Alseda, Småland, Sweden","Worcester, Massachusetts, US"
1272,0.0,3,male,28.0,C23 C25 C27,"Kingwilliamstown, Cork, Ireland",New York City
1273,0.0,3,male,26.0,C23 C25 C27,"Broadford, Limerick, Ireland","Larchmont, New York, US"
1274,0.0,3,female,28.0,C23 C25 C27,"Durban, South Africa","Groesbeck, Texas, US"
1275,0.0,3,female,19.0,C23 C25 C27,"Salisbury, Wiltshire, England","Philadelphia, Pennsylvania, US"
1276,0.0,2,male,28.0,C23 C25 C27,"Bath, Somerset, England","Asheville, North Carolina, US"
1277,0.0,2,female,24.0,C23 C25 C27,"Yeovil, Somerset, England","Bernardsville, New Jersey, US"
1278,0.0,3,male,24.0,C23 C25 C27,"Horset, Småland, Sweden","Joliet, Illinois, US"
1279,0.0,2,male,57.0,C23 C25 C27,"West Hoboken, New Jersey, US","West Hoboken, New Jersey, US"
1280,0.0,3,male,21.0,C23 C25 C27,"Knockmaria, Mayo, Ireland","Philadelphia, Pennsylvania, US"
1281,0.0,3,male,6.0,C23 C25 C27,"Bjuv, Skåne, Sweden","Chicago, Illinois, US"
1282,0.0,1,male,23.0,B24,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
1283,0.0,1,female,51.0,D28,"Paris, France","Hanover, New Hampshire, US"
1284,0.0,3,male,13.0,C23 C25 C27,"East Providence, Rhode Island, US","East Providence, Rhode Island, US"
1285,0.0,2,male,47.0,C23 C25 C27,"Carleens, Cornwall, England","Butte, Montana, US"
1286,0.0,3,male,29.0,C23 C25 C27,"Zürich, Switzerland","Milwaukee, Wisconsin"
1287,0.0,1,female,18.0,C31,"Huntington, West Virginia, US","Huntington, West Virginia, US"
1288,0.0,3,male,24.0,C23 C25 C27,"Kilkinlea, Limerick, Ireland","Sherbrooke, Quebec, Canada"
1289,0.0,1,female,48.0,B41,"Zürich, Switzerland","New York, New York, US"
1290,0.0,3,male,22.0,C23 C25 C27,"Lysvik, Värmland, Sweden","Missoula, Montana, US"
1291,0.0,3,male,31.0,C23 C25 C27,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
1292,0.0,1,female,30.0,C7,"Youngstown, Ohio, US","Youngstown, Ohio, US"
1293,0.0,2,male,38.0,C23 C25 C27,"Harrowbarrow, Cornwall, England, UK","Clear Creek, Colorado, US"
1294,0.0,1,female,22.0,C23 C25 C27,"New York, New York, US","New York, New York, US"
1295,0.0,1,male,17.0,C23 C25 C27,"Montevideo, Uruguay","Montevideo, Uruguay"
1296,0.0,1,male,43.0,D40,"London, England, UK","New York, New York, US"
1297,0.0,2,male,20.0,D38,"Cologne, German Empire[note 2]","New York, New York, US"
1298,0.0,2,male,23.0,C23 C25 C27,"Gunnislake, Cornwall, England","Butte, Montana, US"
1299,0.0,1,male,50.0,C80,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
1300,0.0,3,female,28.0,C23 C25 C27,"Glenlougha, Cork, Ireland",New York City
1301,0.0,3,female,3.0,C23 C25 C27,"Southampton, Hampshire, England","Elizabeth, New Jersey, US"
1302,0.0,3,female,28.0,C23 C25 C27,"Donoughmore, Ireland",New York City
1303,0.0,1,female,37.0,C78,"Fond du Lac, Wisconsin, US","Fond du Lac, Wisconsin, US"
1304,0.0,3,female,28.0,C23 C25 C27,"Stockholm, Sweden","Iron Mountain, Michigan, US"
1305,0.0,3,male,28.0,C23 C25 C27,"London, England",New York City
1306,0.0,1,female,39.0,C105,"Madrid, Spain","New York, New York, US"
1307,0.0,3,male,38.5,C23 C25 C27,"Skaun, Sør-Trøndelag, Norway",US
1308,0.0,3,male,28.0,C23 C25 C27,"Greenwich, London, England",New York City
1309,0.0,3,male,28.0,C23 C25 C27,"Sar'al[81], Syria","Detroit, Michigan, US"
